code,name,six_dim_score,change_pct,volume_ratio,close,six_dim_details,open,high,low,volume,turnover,ma5,ma10,ma20,rsi_6,bias_20,is_yang,body_ratio,upper_shadow_ratio,lower_shadow_ratio,close_position,amplitude
300648,星云股份,6,0.4010053209451169,1.255226264612688,60.09000015258789,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '🟡 阳线 (+1)', '量能': '🟡 温和放量 量比1.26 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中5.4% (+1)', '尾盘': '🟡 收于中上62% (+1)'}",58.810001373291016,61.33000183105469,58.09000015258789,7491167.0,450144226.1730614,57.14800033569336,56.38099975585938,57.55699977874756,77.1618810947424,4.40085547123257,True,39.50611469752645,38.27163691636045,22.222248386113097,61.72836308363955,5.413536777060672
300703,创源股份,6,3.1922742611519888,2.146244017107386,27.799999237060547,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '🟡 阳线 (+1)', '量能': '✅ 放量上涨 量比2.15 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '❌ 振幅8.5% (0)', '尾盘': '🟡 收于中上67% (+1)'}",26.940000534057617,28.559999465942383,26.260000228881836,16808750.0,467283237.17594147,26.47599983215332,26.360999870300294,26.826999855041503,58.611831747225644,3.626940721201038,True,37.391260359808996,33.04349917320556,29.565240466985443,66.95650082679444,8.537487718876925
300741,华宝股份,6,2.7867120150903375,1.4428679742053372,19.18000030517578,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '🟡 阳线 (+1)', '量能': '🟡 温和放量 量比1.44 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中6.4% (+1)', '尾盘': '🟡 收于中上66% (+1)'}",18.600000381469727,19.59000015258789,18.389999389648438,5536300.0,106186235.68954468,18.756000137329103,18.87100009918213,18.773000144958495,51.93369583544091,2.168008081151519,True,48.333296246022385,34.16663222844936,17.500071525528256,65.83336777155064,6.430872308425431
300724,捷佳伟创,6,2.480685367292277,0.6908394677358887,132.61000061035156,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '❌ 缩量 量比0.69 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中6.8% (+1)', '尾盘': '🟡 收于中上73% (+1)'}",128.74000549316406,134.97000122070312,126.18000030517578,28220059.0,3742262041.214157,137.01600036621093,135.5990005493164,126.14250106811524,45.70830044239495,5.127137552745972,True,44.02724361895388,26.848695842370994,29.124060538675124,73.151304157629,6.7928912906742855
300767,震安科技,6,2.1463917887224575,1.260021039496472,18.559999465942383,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '🟡 阳线 (+1)', '量能': '🟡 温和放量 量比1.26 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中5.7% (+1)', '尾盘': '🟡 收于中上69% (+1)'}",18.030000686645508,18.8799991607666,17.850000381469727,7198821.0,133610113.91541481,18.271999740600585,19.060999870300293,19.939000034332274,30.078097060296116,-6.916096925700575,True,51.45625314805488,31.067968356493143,17.475778495451987,68.93203164350686,5.668677902983033
300715,凯伦股份,6,0.24291281007734877,0.7927428078815781,12.380000114440918,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '❌ 缩量 量比0.79 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中3.9% (+1)', '尾盘': '🟡 收于中上65% (+1)'}",12.279999732971191,12.550000190734863,12.069999694824219,5761708.0,71329945.69937515,12.16200008392334,11.980999946594238,11.860500001907349,85.71430193323373,4.380086104717554,True,20.833391282233663,35.41664597063083,43.7499627471355,64.58335402936916,3.8866435715325984
300843,胜蓝股份,6,7.148122983368819,1.3046750679277852,58.15999984741211,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '🟡 温和放量 量比1.30 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '❌ 振幅14.1% (0)', '尾盘': '🟡 收于中上63% (+1)'}",53.939998626708984,61.0,53.36000061035156,17241364.0,1002757727.6091766,54.17599945068359,52.677999877929686,51.3564998626709,73.88391959082284,13.247592812855252,True,55.2356224847462,37.17277983602792,7.591597679225876,62.82722016397207,14.075164999013296
603158,腾龙股份,6,1.1992630314666772,0.6954561064043986,10.970000267028809,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '❌ 缩量 量比0.70 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中3.6% (+1)', '尾盘': '🟡 收于中上69% (+1)'}",10.800000190734863,11.09000015258789,10.699999809265137,16234851.0,178096319.80517292,10.920000076293945,10.753999996185303,10.751999950408935,78.26088038193393,2.0275327160095653,True,43.58972477961584,30.76917433884752,25.641100881536637,69.23082566115248,3.5977890944000315
603166,福达股份,6,2.912027499855826,1.3019072124068427,16.610000610351562,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '🟡 阳线 (+1)', '量能': '🟡 温和放量 量比1.30 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中5.0% (+1)', '尾盘': '🟡 收于中上66% (+1)'}",16.139999389648438,16.8799991607666,16.079999923706055,12088736.0,200793912.3383789,16.527999877929688,16.900000190734865,16.92350015640259,42.76732803915453,-1.8524509891792211,True,58.750208616455666,33.74985098824595,7.499940395298381,66.25014901175405,4.95662495237537
688408,中信博,6,3.283267476594048,0.9638734543991806,48.130001068115234,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '✅ 强势阳线 (+2)', '量能': '❌ 缩量 量比0.96 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中6.1% (+1)', '尾盘': '🟡 收于中上77% (+1)'}",46.54999923706055,48.79999923706055,45.939998626708984,7474178.0,359732195.1232834,46.46999969482422,47.85400047302246,47.31900062561035,55.20072395670182,1.7139001918522099,True,55.244807477872094,23.426504404240447,21.32868811788746,76.57349559575955,6.137340566523493
688435,英方软件,6,-1.33260233388727,0.6208927602247911,54.04999923706055,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '❌ 缩量 量比0.62 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中3.9% (+1)', '尾盘': '🟡 收于中上70% (+1)'}",53.7599983215332,54.68000030517578,52.54999923706055,2255499.0,121909719.22919083,56.65599899291992,55.55599937438965,53.01899967193604,29.581761403111813,1.9445850949734875,True,13.615059629240267,29.577500102978867,56.807440267780876,70.42249989702114,3.888282430776961
